customer_name,city,state,segment
Cynthia Burgess,Port Derek,Iowa,Small Business
Janet Bird,Bensonside,Oregon,Small Business
David Johnson,Richardmouth,Texas,Consumer
John Kirk,East Samuel,Illinois,Corporate
Mary Wade,Meganfort,New York,Consumer
Erica Arnold,Francisberg,Maine,Consumer
Richard Farrell,Marissaburgh,Kentucky,Small Business
Brianna Reyes MD,South Jamesburgh,Florida,Corporate
Jason Reynolds,Jesuschester,California,Consumer
Mary Bishop,Port Mark,New Hampshire,Corporate
David Ellis,Lake Jose,West Virginia,Consumer
Jennifer Jackson,Tamarastad,Arkansas,Consumer
John Roach,Watsonmouth,California,Consumer
Jennifer Martinez,Michelechester,Virginia,Small Business
Jordan Hayes,Port Juanmouth,Virginia,Corporate
Michael Key,New Patriciaport,Missouri,Consumer
Susan Livingston DVM,North Sarah,Kansas,Consumer
Lori King,Bryanberg,Kansas,Corporate
David Harrison,Port Alyssaville,New Mexico,Small Business
Noah Shaw,Port Valerie,Rhode Island,Corporate
Bradley Cook,West Marcus,New Mexico,Small Business
Chelsey Hernandez,North Dustin,Wisconsin,Corporate
Joseph Williams,Sarahland,Tennessee,Consumer
Rhonda Collins,Stephenside,Maryland,Corporate
Lorraine Perkins,Michaelshire,Rhode Island,Small Business
Carolyn Pittman MD,South Stephaniemouth,South Dakota,Corporate
Jermaine Washington,Keithfurt,Indiana,Small Business
Toni Morris,Lake Sergiochester,Nebraska,Consumer
James Williams,Lake Julie,Missouri,Corporate
Kyle Baker,Lisabury,Minnesota,Small Business
Amber Morales,South Jennifer,Hawaii,Small Business
Larry Garcia,Jamesbury,Georgia,Small Business
Ann Bond,Jeffreyside,West Virginia,Consumer
Michael Hopkins,South Mary,Iowa,Consumer
Lance Griffith,Frankland,Idaho,Corporate
Stephanie Henry,North Wendy,Virginia,Corporate
Terry Smith,Michaelberg,Maine,Small Business
Steven Harper,Lake Jonathanton,Vermont,Corporate
Robin Cook,Lake Danielle,Missouri,Small Business
Sylvia Rojas,North Kimberlyborough,Tennessee,Corporate
George Morales,New Michaelland,Hawaii,Small Business
Mr. John Chen,Lake Patriciamouth,Louisiana,Small Business
Evelyn Rodriguez,Lake Scottland,Nebraska,Corporate
Shawn Harrington,Tonyport,New Hampshire,Consumer
Jacob Sanders,Mcbrideshire,Minnesota,Small Business
Alison Lawson,East Jacob,Alaska,Corporate
Lori Nelson,Amberfort,Michigan,Corporate
Alex Brown,Charlesmouth,West Virginia,Corporate
Austin Johnson,Jessicaberg,Alabama,Corporate
Russell Fleming,Johnsonport,Virginia,Consumer
Shannon Ferrell,Kennethborough,New Hampshire,Small Business
Danny Rangel,Murraymouth,Oregon,Small Business
Haley Johnson,Matthewfurt,Kansas,Small Business
Joseph Odonnell,Lake Adamland,Oklahoma,Corporate
Sarah Schneider,Yangfurt,Colorado,Consumer
John May,North Robertview,Oregon,Corporate
Mary Hamilton,Elizabethburgh,New Jersey,Corporate
Scott West,Lake Jessicamouth,Oregon,Consumer
Holly Murray,Barronside,Missouri,Small Business
John Cooper,Kristenside,Virginia,Small Business
Richard Turner,South Jodiview,Delaware,Consumer
Dr. Mark Simpson,Murphybury,South Dakota,Small Business
Mr. Anthony Lutz,Michaelbury,Montana,Consumer
James Turner,Lake John,Colorado,Small Business
Paul Villarreal,Brookefort,Texas,Corporate
Jon Vincent,Katherinefurt,Ohio,Corporate
Blake Choi,Suttonburgh,Missouri,Corporate
Oscar Alvarez,Lake Susan,Florida,Consumer
Dustin Jones,Floydburgh,Kansas,Small Business
Sabrina Morris,Port Joseph,Oregon,Corporate
Brittany Bryant,Robertbury,Idaho,Corporate
Lisa Soto,Stevenborough,North Dakota,Consumer
Joe Jackson,Manuelmouth,New Mexico,Small Business
Lisa Jones,Kevinmouth,Ohio,Corporate
Samantha Thornton,North Loganshire,Georgia,Consumer
Brian Lee,South Michaeltown,Georgia,Corporate
Raymond Monroe,Dennisview,Michigan,Consumer
George Case,North Suzanne,Alaska,Consumer
Sandra Berry,Sosaport,Kentucky,Corporate
Christopher May,Port Aaronfort,Maryland,Corporate
James Brooks,Smithville,California,Corporate
Austin Kennedy,West Taylormouth,North Carolina,Corporate
Lindsey Miller,Lake Andrewside,Alabama,Small Business
Michelle Hall,South Kelly,Idaho,Corporate
Jose Anderson,New Austin,Louisiana,Small Business
Kimberly Roberts,Odomland,California,Consumer
Jill Gardner,New Maryside,Arkansas,Small Business
Daniel Burke,Matthewton,Alaska,Small Business
Rachel Carlson,New Ashleyfort,Virginia,Corporate
Jonathan Pena,Taylorfort,New Mexico,Corporate
Courtney Rocha,Douglasland,Alabama,Consumer
Lisa Peters,Angelicaland,Utah,Consumer
Brandon Martin MD,Michelefort,Wyoming,Consumer
Briana Andrews,South Matthew,Kansas,Consumer
Kristine Potter,Christensenmouth,Mississippi,Small Business
Amanda Wilson,Lake Alexanderbury,New Mexico,Small Business
Theresa Powell,Richardtown,Kansas,Consumer
Cindy Mcbride,Dudleyville,Wisconsin,Small Business
Ryan Myers,West Tammy,Kansas,Corporate
Kara Murray,Hughesmouth,Maryland,Corporate
Jacqueline Miller,Kellyport,California,Consumer
Jerry Brooks,Lake Tanyaport,Rhode Island,Small Business
Mary Ramirez,New Apriltown,Hawaii,Small Business
Amber Hernandez,Lake Davidport,Ohio,Small Business
Scott Juarez,West Erikmouth,Oklahoma,Small Business
Alec Flores,Christinatown,Indiana,Small Business
Mike Mckee,Moorehaven,Washington,Small Business
Jean Baird,Port Dawntown,New Mexico,Corporate
Christine Bartlett,Jacksonchester,Nevada,Corporate
Cheyenne Collier,North Matthew,Idaho,Consumer
Leah Greer,Kerrifurt,Wyoming,Small Business
William Thomas,Berrychester,Iowa,Corporate
Nicholas Norton PhD,West James,Texas,Small Business
Sharon Johnson,Vincentmouth,Arizona,Small Business
Michael Rodriguez,Michaelmouth,Washington,Small Business
James Mcdaniel,Walkerfurt,Mississippi,Small Business
Kristen Houston,Richardfort,South Carolina,Small Business
Jason Brown,New Rachel,New Jersey,Small Business
Michael Fisher,Anthonyside,Utah,Consumer
Deanna Peterson,East Kellychester,Iowa,Small Business
Lauren Mcmillan,North Joseph,Oregon,Small Business
Kristin Henderson,Donaldfort,Wyoming,Consumer
Sean Sanders,Lake Christopher,South Carolina,Corporate
Michael Mayo,West Jill,Arizona,Corporate
Teresa Ruiz,Mcdanielville,Florida,Consumer
Reginald Patel,Mendeztown,New York,Corporate
Sherry Anderson,Robinsonville,New York,Consumer
Alicia Lucero,Sotoberg,New Mexico,Small Business
Denise Williams,South Ericachester,Indiana,Consumer
Andrew Elliott,Joshuaville,New Hampshire,Consumer
Daniel Hughes,Danaview,Ohio,Small Business
Kristina Ramirez,South Brendamouth,Alaska,Small Business
Andrea Rodriguez,East Veronicatown,New Mexico,Small Business
Nicole Vargas,West Theresaville,Florida,Small Business
Dave Jones,Matthewmouth,Mississippi,Consumer
Sarah Martinez,Chavezshire,Maryland,Small Business
Bradley Chavez,East Rayhaven,Arkansas,Corporate
Ryan Fields,New Kentview,Vermont,Corporate
Jillian Archer,Danielborough,Rhode Island,Consumer
Jessica James,Andradeport,New York,Consumer
Christopher Moore,Lake Kim,Minnesota,Small Business
Samantha Andrews,North Tonymouth,New York,Small Business
Christina Gill,Smithberg,Washington,Small Business
Jacob Coleman,West Roger,Utah,Consumer
Spencer Mitchell,South Georgeborough,Colorado,Consumer
Mary James,Lisabury,South Dakota,Corporate
James Jones,Washingtonmouth,Ohio,Consumer
Bonnie Wilson,South Joborough,North Dakota,Corporate
Stephanie Hudson,Jenniferfort,West Virginia,Small Business
Eric Gibson,North Susan,West Virginia,Consumer
Amanda Lawson,Josephburgh,Maine,Small Business
Roy Arnold,Fergusonchester,Iowa,Small Business
Kerry Hall,Christinamouth,Utah,Small Business
Brittany Wade,North Samuelburgh,Kansas,Corporate
Jennifer Allen,North Martinview,Alabama,Consumer
John Mckinney,New Scottfort,Hawaii,Corporate
Megan Anderson,Meganfurt,Rhode Island,Corporate
Noah Obrien,Colonchester,Kentucky,Small Business
Amy Lloyd,Jesusborough,Washington,Small Business
Thomas Baker,West Anthonyburgh,Hawaii,Small Business
Samantha Rosales,Angelashire,New Jersey,Small Business
Edward Moore,South Amyfurt,Missouri,Small Business
Casey Duran,New Michael,Indiana,Consumer
Miguel Howell,Rothhaven,Nebraska,Consumer
Taylor Velez,Keithstad,Arizona,Consumer
Kylie Gilbert,Websterhaven,Wisconsin,Small Business
Preston Smith,Kevinville,Montana,Small Business
Patricia Jones,Charlesstad,West Virginia,Small Business
Kirsten Arias,Markstad,Alaska,Consumer
Matthew Fox,West Michael,Alaska,Corporate
Jessica Cooley,Garychester,Nebraska,Small Business
Alexander Sanchez,North Christopher,Utah,Corporate
Theresa Collier,Michaelbury,Hawaii,Small Business
Alexis Chung,West Kendraview,Connecticut,Corporate
Kevin Henry,North Alexisberg,California,Small Business
Nathan Gordon,Port Evan,Iowa,Corporate
Dominique Cox,East Emily,Delaware,Consumer
Teresa Lindsey,Tiffanyburgh,Illinois,Small Business
Amanda Robinson,Johnsonhaven,Connecticut,Corporate
Linda Cuevas,Robertsbury,Maine,Corporate
Grant Lucas,Courtneyland,Alaska,Consumer
Debra Phillips,Harrellport,Wyoming,Small Business
Jennifer Barnes,Copelandberg,Arizona,Corporate
Steve Wood,West Kim,West Virginia,Corporate
John Collins,Caseyville,North Carolina,Small Business
Thomas Wilson,Sullivanhaven,California,Consumer
Matthew Lee,Lake Dustinside,South Carolina,Corporate
Joseph Fischer,Santiagoville,Florida,Consumer
Bailey Perry,South Meganbury,Michigan,Consumer
Dr. Christopher Peterson,South Isaiah,Kansas,Consumer
Mandy Alvarez,Smithtown,Minnesota,Consumer
Jennifer Scott,South Logan,Colorado,Consumer
Paul Barker,Schmidthaven,New Mexico,Consumer
Jacqueline Vasquez,East Crystalhaven,Wisconsin,Small Business
Elaine Henry,Matthewville,South Carolina,Small Business
Jillian Bishop,Ericaburgh,Wisconsin,Consumer
Suzanne Estrada,Zacharymouth,South Carolina,Corporate
Timothy Vasquez,Port Melissafort,Iowa,Small Business
Tamara Johnson,North Lisa,New Jersey,Consumer
Katelyn Smith,South Tanyaton,Iowa,Small Business
Ashley Williams,New Michael,Vermont,Corporate
Stacey Blankenship,New Lauren,Missouri,Small Business
Sarah Singleton,West Lindastad,Oregon,Consumer
Marie Mejia,Lake Amyville,West Virginia,Corporate
Danielle Stanley,Port Denise,Utah,Small Business
Alicia Thomas,New Rebeccafurt,Indiana,Corporate
Meghan Munoz,Warnerhaven,Michigan,Consumer
Ryan Lopez,East Nicole,Michigan,Small Business
Christine Shelton,New Rachel,Utah,Consumer
Raymond Brown,South Mary,Michigan,Corporate
John Ramos,Ramirezfurt,Alaska,Corporate
Valerie Garcia,Phillipsmouth,Wyoming,Corporate
Brenda Sanchez,West Eric,Nebraska,Small Business
Nicole Anderson,South John,Ohio,Consumer
Lisa Boyer,Port Karen,Rhode Island,Corporate
George Tran,Brownport,Kansas,Small Business
Nicholas Young,Nicoleburgh,Hawaii,Small Business
John Parsons,Lake Debra,Washington,Consumer
Clinton Johnson,South Anthony,Colorado,Small Business
Joshua Mason,Reesestad,Virginia,Corporate
Ryan Young,Lake Jessicachester,Massachusetts,Corporate
Christina Nguyen,Burkebury,Wyoming,Consumer
Linda Olson,Haroldshire,Louisiana,Small Business
Jessica Richards,Banksport,Washington,Small Business
John Arnold,Harrisberg,North Carolina,Small Business
Terrance Craig,Normanberg,Washington,Small Business
Marie Reilly,Michaelfort,West Virginia,Corporate
Richard Reed,North Christopherton,West Virginia,Corporate
Jessica Cobb,Melissaville,Maine,Corporate
Julia Evans,Dorothyfurt,Utah,Small Business
Bill Reyes,Sanfordshire,Colorado,Small Business
Glenn Thomas,North Shanemouth,South Carolina,Consumer
Karla Burnett,Daleton,Oregon,Small Business
Elizabeth Skinner,Stephenmouth,Arkansas,Consumer
Nancy Lawson,New Arielstad,Washington,Consumer
Kenneth Gibson,Walterberg,Missouri,Corporate
Julie Hoffman,Lake James,Rhode Island,Small Business
Jesse Casey,Vanessamouth,Texas,Consumer
Justin Payne,West Paulside,Florida,Corporate
Laurie Vega,Lake Vickieside,Missouri,Small Business
Raymond Hines,Davismouth,Texas,Small Business
Zachary Sparks,South Martin,Colorado,Corporate
Andrew Hurst,Lake Kimberlyland,Missouri,Small Business
Anna Wood,Grimesfort,Oklahoma,Corporate
Jared Hart,Maldonadoside,West Virginia,Consumer
John Rosario,Michaelburgh,Maine,Consumer
Sara Velasquez,Lake Elizabeth,Colorado,Small Business
Laurie Frost,Hawkinsberg,Connecticut,Consumer
Sarah Johnson,Port Kaylafurt,Kansas,Small Business
Hailey Leach,East Noah,Maryland,Corporate
Eric Chung PhD,North Tabitha,Oregon,Small Business
Michael Ray,Angelaton,West Virginia,Consumer
Tyler Freeman,Smithside,Oklahoma,Consumer
Theresa Roberts,Newtonstad,Wisconsin,Small Business
Christopher Cruz,Port Karen,Virginia,Corporate
Erika Parker,Smithchester,Oklahoma,Consumer
Larry Alvarez,Lewismouth,Connecticut,Small Business
Ashley Russell,East Dennis,Pennsylvania,Consumer
Angela Perez,Angelatown,Pennsylvania,Corporate
James Barajas,North Jacob,Iowa,Corporate
Jennifer Stewart,Kellyside,Oregon,Consumer
Carl Downs MD,Mendozastad,Pennsylvania,Corporate
Russell Carter,Davisfurt,North Dakota,Consumer
Joseph West,Wileyfurt,Oklahoma,Consumer
Sarah Mercer,Carterburgh,Mississippi,Consumer
Alan Pennington,Harrellport,Delaware,Small Business
Leah Campbell,New Jessica,New Jersey,Small Business
Xavier Stone,Lake Donhaven,Indiana,Small Business
John Moon,Stacymouth,Alabama,Consumer
Jenna Thomas,South Logantown,Oklahoma,Consumer
Charles Lopez,East Christina,Washington,Consumer
Marilyn Joyce,Cynthialand,Utah,Consumer
David Woods,Dianahaven,Vermont,Consumer
Scott Ross,Ashleyberg,Ohio,Corporate
Matthew Duarte,Lake Samantha,New Hampshire,Corporate
Martin Roberson,New Dustinberg,New Jersey,Corporate
Jennifer Dean,New Karibury,Louisiana,Corporate
Joseph Fitzgerald,Christineburgh,Hawaii,Small Business
Tammy Stewart,Brandyside,Idaho,Small Business
Arthur Fernandez,Taylorhaven,Georgia,Corporate
Nicholas Ward,Lake Jesse,Missouri,Consumer
Teresa French,Jenniferchester,South Carolina,Consumer
Todd Page,Lisaland,Idaho,Consumer
Jessica Dean,Amberburgh,Colorado,Small Business
Alison Love,Cunninghamchester,Georgia,Corporate
Marie Fleming,Brownberg,Louisiana,Consumer
Jacqueline Dougherty,Cranefurt,Rhode Island,Corporate
Jason Nichols,West Desireeberg,Montana,Small Business
Raymond Walker,North Larryfort,Delaware,Consumer
Carrie Hall,Port Deniseside,Alaska,Consumer
Jennifer Chen,New Robert,Vermont,Consumer
Mariah Sparks,West John,Kansas,Small Business
Beth Sanders,Port Barbara,Iowa,Corporate
Kenneth Friedman,Bonillamouth,Mississippi,Small Business
Mrs. Danielle Davis,Nguyenfort,Alaska,Small Business
Alejandra Davis,Crosbyfurt,Kansas,Consumer
Jennifer Campbell,Michaelhaven,Arkansas,Corporate
Sarah Johnson,West Tina,Indiana,Corporate
Rhonda Allison,West Andrew,New Mexico,Consumer
Carla Davis,Dylanberg,Utah,Consumer
Derek Dean,Pereztown,Georgia,Consumer
Ms. Linda Cisneros,Josephborough,New Mexico,Small Business
Kaitlin Berg,Joshuamouth,Ohio,Consumer
Laura Lee,South Ashley,Washington,Consumer
Laura Mcguire,Lake Brianland,Oklahoma,Consumer
Debbie Martinez,Lake Adrianview,Ohio,Small Business
Dustin Johnson,New John,Arkansas,Corporate
Charles Hill,Hernandezview,West Virginia,Small Business
Wesley Lewis,North Amy,Alabama,Small Business
Michelle Crane,North Joseph,Mississippi,Small Business
Michael Carter,Alexafort,Michigan,Small Business
Patricia Martin,Stewartborough,Michigan,Small Business
Herbert Steele,Rachelborough,New York,Corporate
Jennifer Snow DDS,Carrfurt,Oregon,Consumer
Michael Howell,Marioberg,California,Small Business
Sara Cox,New Jeffrey,Iowa,Corporate
Logan Mullins,Rodriguezberg,Maine,Consumer
Kevin Cooper,North Brooke,Iowa,Consumer
Clinton Tran,Port Ryan,Texas,Small Business
Holly Castro,Lake Jason,California,Consumer
Amy Dominguez,Lake Kenneth,Idaho,Corporate
Beverly Ramirez,North Tracy,Louisiana,Corporate
Linda Schmidt,New Brianfort,Connecticut,Corporate
Richard Wheeler,Port Jillchester,South Carolina,Corporate
David Phillips,Jonathanfort,Massachusetts,Corporate
William Mccoy,West Loriland,Florida,Small Business
Clayton Andrews,Port Michaelburgh,Idaho,Small Business
Daisy Martin,Port Allisonburgh,North Dakota,Corporate
Marie Anderson,North Danielhaven,South Dakota,Corporate
Tiffany Kerr,Garciafort,Iowa,Consumer
Matthew Barber,East Matthewburgh,Alabama,Consumer
Christina Collier DDS,Hallfort,Washington,Consumer
Michael Graves,Port Ashleefort,Missouri,Corporate
Nathan Lara,Hallside,Kansas,Small Business
Curtis Mason,Keithmouth,New Hampshire,Small Business
Anna Thomas,North Carolton,Maryland,Corporate
Susan Johnson MD,Port Karen,Idaho,Corporate
Christopher Villegas,New Denise,Alaska,Consumer
Andrew Hamilton,South Tristanton,Virginia,Consumer
Stephen Thornton,North Pamela,Georgia,Consumer
Michael Miller,North Tracy,Montana,Small Business
Erica Guerra,South Gregory,Oklahoma,Corporate
Robert Skinner,New Richardton,Washington,Small Business
Manuel Johnson,Robertmouth,Kansas,Corporate
Karen Wolfe,Port Susanfurt,South Dakota,Consumer
Melissa Lopez,East James,Wyoming,Consumer
Peter Torres,New Brenda,Alaska,Small Business
Rachel Warren,Donnaborough,Maine,Consumer
Courtney Mendoza,West Latashabury,Kansas,Consumer
Alisha Ochoa,Lake Steven,Kentucky,Small Business
William Mendoza,Howardhaven,Utah,Small Business
Pamela Watkins MD,Jamesfort,Rhode Island,Corporate
Chris Myers,Maryport,Arkansas,Small Business
Christy Sanchez,East Susanmouth,Minnesota,Consumer
Amanda Roberts,Costamouth,Kansas,Small Business
Cynthia Fields,Port Nicole,New Jersey,Small Business
Carmen Rocha,Lake Timview,Texas,Small Business
Julia Underwood,Port Maryview,Florida,Consumer
Jasmine Vang,North James,Arkansas,Small Business
Laura Garcia,Brittneyburgh,Florida,Consumer
James Medina,Andrewfurt,Idaho,Consumer
Michael Hebert,Staceyburgh,New Jersey,Small Business
Patricia Gonzalez,West Carol,Indiana,Consumer
Christopher Garcia,Weberborough,Connecticut,Consumer
Jacqueline Henderson,Gentryport,Oregon,Small Business
Erik Tate,Wrightport,Kansas,Corporate
Sabrina Henson,Port Jessicachester,Alaska,Consumer
Ruth Wilcox,Byrdburgh,Pennsylvania,Corporate
Emily Wilson,Caitlinview,California,Consumer
Joseph Jackson,Brookeborough,California,Consumer
Matthew Jackson,Port Rachel,South Dakota,Small Business
Dr. Amy Mccoy DDS,New Thomasville,North Carolina,Corporate
Jessica Johnson,Youngtown,Kansas,Consumer
Shannon Thompson,Gregoryfurt,Rhode Island,Consumer
Debbie Cobb,Jameston,Colorado,Small Business
Isabella Malone,Meganhaven,Washington,Small Business
Seth Padilla,South Carmen,Virginia,Consumer
Matthew Mills,Watsonview,Iowa,Consumer
Becky Patton,Charlesside,Pennsylvania,Small Business
Theresa Donovan,New Cindyview,Minnesota,Consumer
Tara Walker,Hortonbury,Tennessee,Small Business
Jillian Compton,Garrettfurt,Oklahoma,Small Business
Glenn Herrera,West Vanessa,Colorado,Corporate
Michael Curry,Jamesport,Louisiana,Small Business
Daniel Stone,Lake Kevinfurt,Maryland,Consumer
Donald Gomez,East Lynnmouth,Iowa,Small Business
Kelli Martinez,Smithview,New Hampshire,Consumer
Kristina Hicks,East Tonymouth,North Carolina,Corporate
Theresa Gilbert,West Patrickfurt,Minnesota,Consumer
Marc Jackson,North Rhondaberg,Maine,Corporate
Glenn Morgan,East Heathermouth,Vermont,Small Business
Amanda Cook,New Dawn,Idaho,Consumer
Anthony Hodges,Port Cindy,Rhode Island,Consumer
James Rush,Smithview,Louisiana,Corporate
